freq_threshold,binarization_threshold,max_dt_depth,composition_strategy,rule_size,mean_offdiag_iou,max_offdiag_iou,summed_root_volume,domain_root_volume,class_root_volumes,val_accuracy,test_accuracy
0.05,0.005,4,ilp_optimal,97,0.221476,0.662139,87.322453,7.704167,2.555708;27.974764;56.791980,0.910543,0.805423
0.05,0.005,5,greedy_cover,96,0.232895,0.556334,85.661769,7.704167,2.228707;26.641083;56.791980,0.912141,0.819777
0.05,0.005,5,ilp_optimal,97,0.221476,0.662139,87.322453,7.704167,2.555708;27.974764;56.791980,0.910543,0.805423
0.05,0.005,6,greedy_cover,96,0.232895,0.556334,85.661769,7.704167,2.228707;26.641083;56.791980,0.912141,0.819777
0.05,0.005,6,ilp_optimal,97,0.221476,0.662139,87.322453,7.704167,2.555708;27.974764;56.791980,0.910543,0.805423
0.05,0.005,7,greedy_cover,96,0.232895,0.556334,85.661769,7.704167,2.228707;26.641083;56.791980,0.912141,0.819777
0.05,0.005,7,ilp_optimal,97,0.221476,0.662139,87.322453,7.704167,2.555708;27.974764;56.791980,0.910543,0.805423
0.05,0.005,8,greedy_cover,96,0.232895,0.556334,85.661769,7.704167,2.228707;26.641083;56.791980,0.912141,0.819777
0.05,0.005,8,ilp_optimal,97,0.221476,0.662139,87.322453,7.704167,2.555708;27.974764;56.791980,0.910543,0.805423
0.05,0.005,9,greedy_cover,96,0.232895,0.556334,85.661769,7.704167,2.228707;26.641083;56.791980,0.912141,0.819777
0.05,0.005,9,ilp_optimal,97,0.221476,0.662139,87.322453,7.704167,2.555708;27.974764;56.791980,0.910543,0.805423
0.05,0.005,10,greedy_cover,96,0.232895,0.556334,85.661769,7.704167,2.228707;26.641083;56.791980,0.912141,0.819777
0.05,0.005,10,ilp_optimal,97,0.221476,0.662139,87.322453,7.704167,2.555708;27.974764;56.791980,0.910543,0.805423
0.05,0.01,4,greedy_cover,96,0.232120,0.554188,85.426676,7.704167,2.228707;26.641083;56.556886,0.912141,0.819777
0.05,0.01,4,ilp_optimal,97,0.219501,0.656215,87.087359,7.704167,2.555708;27.974764;56.556886,0.910543,0.805423
0.05,0.01,5,greedy_cover,96,0.232120,0.554188,85.426676,7.704167,2.228707;26.641083;56.556886,0.912141,0.819777
0.05,0.01,5,ilp_optimal,97,0.219501,0.656215,87.087359,7.704167,2.555708;27.974764;56.556886,0.910543,0.805423
0.05,0.01,6,greedy_cover,96,0.232120,0.554188,85.426676,7.704167,2.228707;26.641083;56.556886,0.912141,0.819777
0.05,0.01,6,ilp_optimal,97,0.219501,0.656215,87.087359,7.704167,2.555708;27.974764;56.556886,0.910543,0.805423
0.05,0.01,7,greedy_cover,96,0.232120,0.554188,85.426676,7.704167,2.228707;26.641083;56.556886,0.912141,0.819777
0.05,0.01,7,ilp_optimal,97,0.219501,0.656215,87.087359,7.704167,2.555708;27.974764;56.556886,0.910543,0.805423
0.05,0.01,8,greedy_cover,96,0.232120,0.554188,85.426676,7.704167,2.228707;26.641083;56.556886,0.912141,0.819777
0.05,0.01,8,ilp_optimal,97,0.219501,0.656215,87.087359,7.704167,2.555708;27.974764;56.556886,0.910543,0.805423
0.05,0.01,9,greedy_cover,96,0.232120,0.554188,85.426676,7.704167,2.228707;26.641083;56.556886,0.912141,0.819777
0.05,0.01,9,ilp_optimal,97,0.219501,0.656215,87.087359,7.704167,2.555708;27.974764;56.556886,0.910543,0.805423
0.05,0.01,10,greedy_cover,96,0.232120,0.554188,85.426676,7.704167,2.228707;26.641083;56.556886,0.912141,0.819777
0.05,0.01,10,ilp_optimal,97,0.219501,0.656215,87.087359,7.704167,2.555708;27.974764;56.556886,0.910543,0.805423
0.05,0.02,4,greedy_cover,96,0.233012,0.556363,85.829194,7.704167,2.228707;26.709689;56.890798,0.912141,0.819777
0.05,0.02,4,ilp_optimal,94,0.123449,0.368217,85.960575,7.704167,2.555708;26.514068;56.890798,0.912141,0.805423
0.05,0.02,5,greedy_cover,96,0.233012,0.556363,85.829194,7.704167,2.228707;26.709689;56.890798,0.912141,0.819777
0.05,0.02,5,ilp_optimal,94,0.123449,0.368217,85.960575,7.704167,2.555708;26.514068;56.890798,0.912141,0.805423
0.05,0.02,6,greedy_cover,96,0.233012,0.556363,85.829194,7.704167,2.228707;26.709689;56.890798,0.912141,0.819777
0.05,0.02,6,ilp_optimal,94,0.123449,0.368217,85.960575,7.704167,2.555708;26.514068;56.890798,0.912141,0.805423
0.05,0.02,7,greedy_cover,96,0.233012,0.556363,85.829194,7.704167,2.228707;26.709689;56.890798,0.912141,0.819777
0.05,0.02,7,ilp_optimal,94,0.123449,0.368217,85.960575,7.704167,2.555708;26.514068;56.890798,0.912141,0.805423
0.05,0.02,8,greedy_cover,96,0.233012,0.556363,85.829194,7.704167,2.228707;26.709689;56.890798,0.912141,0.819777
0.05,0.02,8,ilp_optimal,94,0.123449,0.368217,85.960575,7.704167,2.555708;26.514068;56.890798,0.912141,0.805423
0.05,0.02,9,greedy_cover,96,0.233012,0.556363,85.829194,7.704167,2.228707;26.709689;56.890798,0.912141,0.819777
0.05,0.02,9,ilp_optimal,94,0.123449,0.368217,85.960575,7.704167,2.555708;26.514068;56.890798,0.912141,0.805423
0.05,0.02,10,greedy_cover,96,0.233012,0.556363,85.829194,7.704167,2.228707;26.709689;56.890798,0.912141,0.819777
0.05,0.02,10,ilp_optimal,94,0.123449,0.368217,85.960575,7.704167,2.555708;26.514068;56.890798,0.912141,0.805423
0.05,0.05,4,greedy_cover,88,0.216680,0.498904,83.518351,7.704167,2.228707;24.493824;56.795820,0.905751,0.803828
0.05,0.05,4,ilp_optimal,90,0.101465,0.301941,87.441562,7.704167,2.555708;28.090033;56.795820,0.912141,0.795853
0.05,0.05,5,greedy_cover,88,0.216680,0.498904,83.518351,7.704167,2.228707;24.493824;56.795820,0.905751,0.803828
0.05,0.05,5,ilp_optimal,90,0.101465,0.301941,87.441562,7.704167,2.555708;28.090033;56.795820,0.912141,0.795853
0.05,0.05,6,greedy_cover,88,0.216680,0.498904,83.518351,7.704167,2.228707;24.493824;56.795820,0.905751,0.803828
0.05,0.05,6,ilp_optimal,90,0.101465,0.301941,87.441562,7.704167,2.555708;28.090033;56.795820,0.912141,0.795853
0.05,0.05,7,greedy_cover,88,0.216680,0.498904,83.518351,7.704167,2.228707;24.493824;56.795820,0.905751,0.803828
0.05,0.05,7,ilp_optimal,90,0.101465,0.301941,87.441562,7.704167,2.555708;28.090033;56.795820,0.912141,0.795853
0.05,0.05,8,greedy_cover,88,0.216680,0.498904,83.518351,7.704167,2.228707;24.493824;56.795820,0.905751,0.803828
0.05,0.05,8,ilp_optimal,90,0.101465,0.301941,87.441562,7.704167,2.555708;28.090033;56.795820,0.912141,0.795853
0.05,0.05,9,greedy_cover,88,0.216680,0.498904,83.518351,7.704167,2.228707;24.493824;56.795820,0.905751,0.803828
0.05,0.05,9,ilp_optimal,90,0.101465,0.301941,87.441562,7.704167,2.555708;28.090033;56.795820,0.912141,0.795853
0.05,0.05,10,greedy_cover,88,0.216680,0.498904,83.518351,7.704167,2.228707;24.493824;56.795820,0.905751,0.803828
0.05,0.05,10,ilp_optimal,90,0.101465,0.301941,87.441562,7.704167,2.555708;28.090033;56.795820,0.912141,0.795853
0.05,0.1,4,greedy_cover,89,0.198561,0.550204,75.400490,7.704167,2.046319;23.798589;49.555582,0.891374,0.795853
0.05,0.1,4,ilp_optimal,87,0.093604,0.278495,63.905599,7.704167,2.555708;24.794160;36.555730,0.902556,0.778309
0.05,0.1,5,greedy_cover,89,0.198561,0.550204,75.400490,7.704167,2.046319;23.798589;49.555582,0.891374,0.795853
0.05,0.1,5,ilp_optimal,87,0.093604,0.278495,63.905599,7.704167,2.555708;24.794160;36.555730,0.902556,0.778309
0.05,0.1,6,greedy_cover,89,0.198561,0.550204,75.400490,7.704167,2.046319;23.798589;49.555582,0.891374,0.795853
0.05,0.1,6,ilp_optimal,87,0.093604,0.278495,63.905599,7.704167,2.555708;24.794160;36.555730,0.902556,0.778309
0.05,0.1,7,greedy_cover,89,0.198561,0.550204,75.400490,7.704167,2.046319;23.798589;49.555582,0.891374,0.795853
0.05,0.1,7,ilp_optimal,87,0.093604,0.278495,63.905599,7.704167,2.555708;24.794160;36.555730,0.902556,0.778309
0.05,0.1,8,greedy_cover,89,0.198561,0.550204,75.400490,7.704167,2.046319;23.798589;49.555582,0.891374,0.795853
0.05,0.1,8,ilp_optimal,87,0.093604,0.278495,63.905599,7.704167,2.555708;24.794160;36.555730,0.902556,0.778309
0.05,0.1,9,greedy_cover,89,0.198561,0.550204,75.400490,7.704167,2.046319;23.798589;49.555582,0.891374,0.795853
0.05,0.1,9,ilp_optimal,87,0.093604,0.278495,63.905599,7.704167,2.555708;24.794160;36.555730,0.902556,0.778309
0.05,0.1,10,greedy_cover,89,0.198561,0.550204,75.400490,7.704167,2.046319;23.798589;49.555582,0.891374,0.795853
0.05,0.1,10,ilp_optimal,87,0.093604,0.278495,63.905599,7.704167,2.555708;24.794160;36.555730,0.902556,0.778309
0.1,0.005,4,greedy_cover,104,0.199834,0.463717,82.894524,7.704167,2.228707;20.643507;60.022309,0.897764,0.799043
0.1,0.005,4,ilp_optimal,103,0.116769,0.347907,81.370730,7.704167,2.555708;18.792713;60.022309,0.897764,0.792663
0.1,0.005,5,greedy_cover,104,0.199834,0.463717,82.894524,7.704167,2.228707;20.643507;60.022309,0.897764,0.799043
0.1,0.005,5,ilp_optimal,103,0.116769,0.347907,81.370730,7.704167,2.555708;18.792713;60.022309,0.897764,0.792663
0.1,0.005,6,greedy_cover,104,0.199834,0.463717,82.894524,7.704167,2.228707;20.643507;60.022309,0.897764,0.799043
0.1,0.005,6,ilp_optimal,103,0.116769,0.347907,81.370730,7.704167,2.555708;18.792713;60.022309,0.897764,0.792663
0.1,0.005,7,greedy_cover,104,0.199834,0.463717,82.894524,7.704167,2.228707;20.643507;60.022309,0.897764,0.799043
0.1,0.005,7,ilp_optimal,103,0.116769,0.347907,81.370730,7.704167,2.555708;18.792713;60.022309,0.897764,0.792663
0.1,0.005,8,greedy_cover,104,0.199834,0.463717,82.894524,7.704167,2.228707;20.643507;60.022309,0.897764,0.799043
0.1,0.005,8,ilp_optimal,103,0.116769,0.347907,81.370730,7.704167,2.555708;18.792713;60.022309,0.897764,0.792663
0.1,0.005,9,greedy_cover,104,0.199834,0.463717,82.894524,7.704167,2.228707;20.643507;60.022309,0.897764,0.799043
0.1,0.005,9,ilp_optimal,103,0.116769,0.347907,81.370730,7.704167,2.555708;18.792713;60.022309,0.897764,0.792663
0.1,0.005,10,greedy_cover,104,0.199834,0.463717,82.894524,7.704167,2.228707;20.643507;60.022309,0.897764,0.799043
0.1,0.005,10,ilp_optimal,103,0.116769,0.347907,81.370730,7.704167,2.555708;18.792713;60.022309,0.897764,0.792663
0.1,0.01,4,greedy_cover,104,0.199813,0.463689,83.082065,7.704167,2.228707;20.643507;60.209851,0.897764,0.800638
0.1,0.01,4,ilp_optimal,103,0.116744,0.347833,81.558272,7.704167,2.555708;18.792713;60.209851,0.897764,0.794258
0.1,0.01,5,greedy_cover,104,0.199813,0.463689,83.082065,7.704167,2.228707;20.643507;60.209851,0.897764,0.800638
0.1,0.01,5,ilp_optimal,103,0.116744,0.347833,81.558272,7.704167,2.555708;18.792713;60.209851,0.897764,0.794258
0.1,0.01,6,greedy_cover,104,0.199813,0.463689,83.082065,7.704167,2.228707;20.643507;60.209851,0.897764,0.800638
0.1,0.01,6,ilp_optimal,103,0.116744,0.347833,81.558272,7.704167,2.555708;18.792713;60.209851,0.897764,0.794258
0.1,0.01,7,greedy_cover,104,0.199813,0.463689,83.082065,7.704167,2.228707;20.643507;60.209851,0.897764,0.800638
0.1,0.01,7,ilp_optimal,103,0.116744,0.347833,81.558272,7.704167,2.555708;18.792713;60.209851,0.897764,0.794258
0.1,0.01,8,greedy_cover,104,0.199813,0.463689,83.082065,7.704167,2.228707;20.643507;60.209851,0.897764,0.800638
0.1,0.01,8,ilp_optimal,103,0.116744,0.347833,81.558272,7.704167,2.555708;18.792713;60.209851,0.897764,0.794258
0.1,0.01,9,greedy_cover,104,0.199813,0.463689,83.082065,7.704167,2.228707;20.643507;60.209851,0.897764,0.800638
0.1,0.01,9,ilp_optimal,103,0.116744,0.347833,81.558272,7.704167,2.555708;18.792713;60.209851,0.897764,0.794258
0.1,0.01,10,greedy_cover,104,0.199813,0.463689,83.082065,7.704167,2.228707;20.643507;60.209851,0.897764,0.800638
0.1,0.01,10,ilp_optimal,103,0.116744,0.347833,81.558272,7.704167,2.555708;18.792713;60.209851,0.897764,0.794258
0.1,0.02,4,greedy_cover,104,0.201839,0.468474,79.168221,7.704167,2.228707;20.643507;56.296007,0.894569,0.797448
0.1,0.02,4,ilp_optimal,101,0.115895,0.345261,80.129282,7.704167,2.555708;18.792713;58.780862,0.896166,0.791069
0.1,0.02,5,greedy_cover,104,0.201839,0.468474,79.168221,7.704167,2.228707;20.643507;56.296007,0.894569,0.797448
0.1,0.02,5,ilp_optimal,101,0.115895,0.345261,80.129282,7.704167,2.555708;18.792713;58.780862,0.896166,0.791069
0.1,0.02,6,greedy_cover,104,0.201839,0.468474,79.168221,7.704167,2.228707;20.643507;56.296007,0.894569,0.797448
0.1,0.02,6,ilp_optimal,101,0.115895,0.345261,80.129282,7.704167,2.555708;18.792713;58.780862,0.896166,0.791069
0.1,0.02,7,greedy_cover,104,0.201839,0.468474,79.168221,7.704167,2.228707;20.643507;56.296007,0.894569,0.797448
0.1,0.02,7,ilp_optimal,101,0.115895,0.345261,80.129282,7.704167,2.555708;18.792713;58.780862,0.896166,0.791069
0.1,0.02,8,greedy_cover,104,0.201839,0.468474,79.168221,7.704167,2.228707;20.643507;56.296007,0.894569,0.797448
0.1,0.02,8,ilp_optimal,101,0.115895,0.345261,80.129282,7.704167,2.555708;18.792713;58.780862,0.896166,0.791069
0.1,0.02,9,greedy_cover,104,0.201839,0.468474,79.168221,7.704167,2.228707;20.643507;56.296007,0.894569,0.797448
0.1,0.02,9,ilp_optimal,101,0.115895,0.345261,80.129282,7.704167,2.555708;18.792713;58.780862,0.896166,0.791069
0.1,0.02,10,greedy_cover,104,0.201839,0.468474,79.168221,7.704167,2.228707;20.643507;56.296007,0.894569,0.797448
0.1,0.02,10,ilp_optimal,101,0.115895,0.345261,80.129282,7.704167,2.555708;18.792713;58.780862,0.896166,0.791069
0.1,0.05,4,greedy_cover,105,0.269989,0.647571,89.692776,7.704167,2.228707;23.798589;63.665481,0.889776,0.803828
0.1,0.05,4,ilp_optimal,98,0.172538,0.515977,84.585476,7.704167,2.555708;26.772513;55.257255,0.905751,0.802233
0.1,0.05,5,greedy_cover,105,0.269989,0.647571,89.692776,7.704167,2.228707;23.798589;63.665481,0.889776,0.803828
0.1,0.05,5,ilp_optimal,98,0.172538,0.515977,84.585476,7.704167,2.555708;26.772513;55.257255,0.905751,0.802233
0.1,0.05,6,greedy_cover,105,0.269989,0.647571,89.692776,7.704167,2.228707;23.798589;63.665481,0.889776,0.803828
0.1,0.05,6,ilp_optimal,98,0.172538,0.515977,84.585476,7.704167,2.555708;26.772513;55.257255,0.905751,0.802233
0.1,0.05,7,greedy_cover,105,0.269989,0.647571,89.692776,7.704167,2.228707;23.798589;63.665481,0.889776,0.803828
0.1,0.05,7,ilp_optimal,98,0.172538,0.515977,84.585476,7.704167,2.555708;26.772513;55.257255,0.905751,0.802233
0.1,0.05,8,greedy_cover,105,0.269989,0.647571,89.692776,7.704167,2.228707;23.798589;63.665481,0.889776,0.803828
0.1,0.05,8,ilp_optimal,98,0.172538,0.515977,84.585476,7.704167,2.555708;26.772513;55.257255,0.905751,0.802233
0.1,0.05,9,greedy_cover,105,0.269989,0.647571,89.692776,7.704167,2.228707;23.798589;63.665481,0.889776,0.803828
0.1,0.05,9,ilp_optimal,98,0.172538,0.515977,84.585476,7.704167,2.555708;26.772513;55.257255,0.905751,0.802233
0.1,0.05,10,greedy_cover,105,0.269989,0.647571,89.692776,7.704167,2.228707;23.798589;63.665481,0.889776,0.803828
0.1,0.05,10,ilp_optimal,98,0.172538,0.515977,84.585476,7.704167,2.555708;26.772513;55.257255,0.905751,0.802233
0.1,0.1,4,greedy_cover,81,0.158337,0.425419,71.274916,7.704167,2.046319;16.223850;53.004747,0.881789,0.799043
0.1,0.1,4,ilp_optimal,92,0.194789,0.582929,83.487834,7.704167,2.555708;27.927379;53.004747,0.897764,0.802233
0.1,0.1,5,greedy_cover,81,0.158337,0.425419,71.274916,7.704167,2.046319;16.223850;53.004747,0.881789,0.799043
0.1,0.1,5,ilp_optimal,92,0.194789,0.582929,83.487834,7.704167,2.555708;27.927379;53.004747,0.897764,0.802233
0.1,0.1,6,greedy_cover,81,0.158337,0.425419,71.274916,7.704167,2.046319;16.223850;53.004747,0.881789,0.799043
0.1,0.1,6,ilp_optimal,92,0.194789,0.582929,83.487834,7.704167,2.555708;27.927379;53.004747,0.897764,0.802233
0.1,0.1,7,greedy_cover,81,0.158337,0.425419,71.274916,7.704167,2.046319;16.223850;53.004747,0.881789,0.799043
0.1,0.1,7,ilp_optimal,92,0.194789,0.582929,83.487834,7.704167,2.555708;27.927379;53.004747,0.897764,0.802233
0.1,0.1,8,greedy_cover,81,0.158337,0.425419,71.274916,7.704167,2.046319;16.223850;53.004747,0.881789,0.799043
0.1,0.1,8,ilp_optimal,92,0.194789,0.582929,83.487834,7.704167,2.555708;27.927379;53.004747,0.897764,0.802233
0.1,0.1,9,greedy_cover,81,0.158337,0.425419,71.274916,7.704167,2.046319;16.223850;53.004747,0.881789,0.799043
0.1,0.1,9,ilp_optimal,92,0.194789,0.582929,83.487834,7.704167,2.555708;27.927379;53.004747,0.897764,0.802233
0.1,0.1,10,greedy_cover,81,0.158337,0.425419,71.274916,7.704167,2.046319;16.223850;53.004747,0.881789,0.799043
0.1,0.1,10,ilp_optimal,92,0.194789,0.582929,83.487834,7.704167,2.555708;27.927379;53.004747,0.897764,0.802233
